table_name,column_name,data_type,is_nullable
lfa1,pson1,STRING,YES
lfa1,pson2,STRING,YES
lfa1,pson3,STRING,YES
lfa1,psovn,STRING,YES
lfa1,psotl,STRING,YES
lfa1,psohs,STRING,YES
lfa1,psost,STRING,YES
lfa1,borgr_datun,DATE,YES
lfa1,borgr_yeaun,STRING,YES
lfa1,au_carrying_ent,STRING,YES
lfa1,au_ind_under_18,STRING,YES
lfa1,au_payment_not_exceed_75,STRING,YES
lfa1,au_wholly_inp_taxed,STRING,YES
lfa1,au_partner_without_gain,STRING,YES
lfa1,au_not_entitled_abn,STRING,YES
lfa1,au_payment_exempt,STRING,YES
lfa1,au_private_hobby,STRING,YES
lfa1,au_domestic_nature,STRING,YES
lfa1,addr2_street,STRING,YES
lfa1,addr2_house_num,STRING,YES
lfa1,addr2_post,STRING,YES
lfa1,addr2_city,STRING,YES
lfa1,addr2_country,STRING,YES
lfa1,categ,STRING,YES
lfa1,partner_name,STRING,YES
lfa1,partner_utr,STRING,YES
lfa1,status,STRING,YES
lfa1,vfnum,STRING,YES
lfa1,vfnid,STRING,YES
lfa1,crn,STRING,YES
lfa1,fr_occupation,STRING,YES
lfa1,j_1iexcd,STRING,YES
lfa1,j_1iexrn,STRING,YES
lfa1,j_1iexrg,STRING,YES
lfa1,j_1iexdi,STRING,YES
lfa1,j_1iexco,STRING,YES
lfa1,j_1icstno,STRING,YES
lfa1,j_1ilstno,STRING,YES
lfa1,j_1ipanno,STRING,YES
lfa1,j_1iexcive,STRING,YES
lfa1,j_1issist,STRING,YES
lfa1,j_1ivtyp,STRING,YES
lfa1,j_1ivencre,STRING,YES
lfa1,aedat,DATE,YES
lfa1,usnam,STRING,YES
lfa1,j_1isern,STRING,YES
lfa1,j_1ipanref,STRING,YES
lfa1,j_1ipanvaldt,DATE,YES
lfa1,j_1i_customs,STRING,YES
lfa1,j_1idedref,STRING,YES
lfa1,ven_class,STRING,YES
lfa1,entpub,STRING,YES
lfa1,escrit,STRING,YES
lfa1,dvalss,DATE,YES
lfa1,frmcss,STRING,YES
lfa1,codcae,STRING,YES
lfa1,ausdiv,STRING,YES
lfa1,transport_chain,STRING,YES
lfa1,staging_time,NUMERIC,YES
lfa1,scheduling_type,STRING,YES
lfa1,submi_relevant,STRING,YES
lfa1,operation_flag,STRING,YES
lfa1,is_deleted,BOOL,YES
lfa1,recordstamp,TIMESTAMP,YES
stko,mandt,STRING,YES
stko,stlty,STRING,YES
stko,stlnr,STRING,YES
stko,stlal,STRING,YES
stko,stkoz,STRING,YES
stko,datuv,DATE,YES
stko,techv,STRING,YES
stko,aennr,STRING,YES
stko,lkenz,STRING,YES
stko,loekz,STRING,YES
stko,vgkzl,STRING,YES
stko,andat,DATE,YES
stko,annam,STRING,YES
stko,aedat,DATE,YES
stko,aenam,STRING,YES
stko,bmein,STRING,YES
stko,bmeng,NUMERIC,YES
stko,cadkz,STRING,YES
stko,labor,STRING,YES
stko,ltxsp,STRING,YES
stko,stktx,STRING,YES
stko,stlst,STRING,YES
stko,wrkan,STRING,YES
stko,dvdat,DATE,YES
stko,dvnam,STRING,YES
stko,aehlp,STRING,YES
stko,alekz,STRING,YES
stko,guidx,STRING,YES
stko,valid_to,DATE,YES
stko,ecn_to,STRING,YES
stko,bom_versn,STRING,YES
stko,versnst,STRING,YES
stko,versnlastind,STRING,YES
stko,lastchangedatetime,NUMERIC,YES
stko,bom_ain_ind,STRING,YES
stko,bom_prev_versn,STRING,YES
stko,dummy_stko_incl_eew_ps,STRING,YES
stko,operation_flag,STRING,YES
stko,is_deleted,BOOL,YES
stko,recordstamp,TIMESTAMP,YES
msku,mandt,STRING,YES
msku,matnr,STRING,YES
msku,werks,STRING,YES
msku,charg,STRING,YES
msku,sobkz,STRING,YES
msku,kunnr,STRING,YES
msku,lfgja,STRING,YES
msku,lfmon,STRING,YES
msku,kuspr,STRING,YES
msku,kulab,NUMERIC,YES
msku,kuins,NUMERIC,YES
msku,kuvla,NUMERIC,YES
msku,kuvin,NUMERIC,YES
msku,kuill,STRING,YES
msku,kuilq,STRING,YES
msku,kuvll,STRING,YES
msku,kuvlq,STRING,YES
msku,kufll,STRING,YES
msku,kuflq,STRING,YES
msku,kudll,DATE,YES
msku,kuein,NUMERIC,YES
msku,kuvei,NUMERIC,YES
msku,ersda,DATE,YES
msku,kujin,STRING,YES
msku,kurue,STRING,YES
msku,kuuml,NUMERIC,YES
msku,sgt_scat,STRING,YES
msku,fsh_season_year,STRING,YES
msku,fsh_season,STRING,YES
msku,fsh_collection,STRING,YES
msku,fsh_theme,STRING,YES
msku,fsh_salloc_qty,NUMERIC,YES
msku,cwm_kulab,NUMERIC,YES
msku,cwm_kuins,NUMERIC,YES
msku,cwm_kuein,NUMERIC,YES
msku,cwm_kuuml,NUMERIC,YES
msku,cwm_kuvla,NUMERIC,YES
msku,cwm_kuvin,NUMERIC,YES
msku,cwm_kuvei,NUMERIC,YES
msku,operation_flag,STRING,YES
msku,is_deleted,BOOL,YES
msku,recordstamp,TIMESTAMP,YES
tvko,mandt,STRING,YES
tvko,vkorg,STRING,YES
tvko,waers,STRING,YES
tvko,bukrs,STRING,YES
tvko,adrnr,STRING,YES
tvko,txnam_adr,STRING,YES
tvko,txnam_kop,STRING,YES
tvko,txnam_fus,STRING,YES
tvko,txnam_gru,STRING,YES
tvko,vkoau,STRING,YES
tvko,kunnr,STRING,YES
tvko,boavo,STRING,YES
tvko,vkokl,STRING,YES
tvko,ekorg,STRING,YES
tvko,ekgrp,STRING,YES
tvko,lifnr,STRING,YES
tvko,werks,STRING,YES
tvko,bsart,STRING,YES
tvko,bstyp,STRING,YES
tvko,bwart,STRING,YES
tvko,lgort,STRING,YES
tvko,txnam_sdb,STRING,YES
tvko,mwskz,STRING,YES
tvko,xstceg,STRING,YES
tvko,j_1anutime,STRING,YES
tvko,maxbi,STRING,YES
tvko,hide,STRING,YES
tvko,operation_flag,STRING,YES
tvko,is_deleted,BOOL,YES
tvko,recordstamp,TIMESTAMP,YES
mbew,mandt,STRING,YES
mbew,matnr,STRING,YES
mbew,bwkey,STRING,YES
mbew,bwtar,STRING,YES
mbew,lvorm,STRING,YES
mbew,lbkum,NUMERIC,YES
mbew,salk3,NUMERIC,YES
mbew,vprsv,STRING,YES
mbew,verpr,NUMERIC,YES
mbew,stprs,NUMERIC,YES
mbew,peinh,NUMERIC,YES
mbew,bklas,STRING,YES
mbew,salkv,NUMERIC,YES
mbew,vmkum,NUMERIC,YES
mbew,vmsal,NUMERIC,YES
mbew,vmvpr,STRING,YES
mbew,vmver,NUMERIC,YES
mbew,vmstp,NUMERIC,YES
mbew,vmpei,NUMERIC,YES
mbew,vmbkl,STRING,YES
mbew,vmsav,NUMERIC,YES
mbew,vjkum,NUMERIC,YES
mbew,vjsal,NUMERIC,YES
mbew,vjvpr,STRING,YES
mbew,vjver,NUMERIC,YES
mbew,vjstp,NUMERIC,YES
mbew,vjpei,NUMERIC,YES
mbew,vjbkl,STRING,YES
mbew,vjsav,NUMERIC,YES
mbew,lfgja,STRING,YES
mbew,lfmon,STRING,YES
mbew,bwtty,STRING,YES
mbew,stprv,NUMERIC,YES
mbew,laepr,DATE,YES
mbew,zkprs,NUMERIC,YES
mbew,zkdat,DATE,YES
mbew,timestamp,NUMERIC,YES
mbew,bwprs,NUMERIC,YES
mbew,bwprh,NUMERIC,YES
mbew,vjbws,NUMERIC,YES
mbew,vjbwh,NUMERIC,YES
mbew,vvjsl,NUMERIC,YES
mbew,vvjlb,NUMERIC,YES
mbew,vvmlb,NUMERIC,YES
mbew,vvsal,NUMERIC,YES
mbew,zplpr,NUMERIC,YES
mbew,zplp1,NUMERIC,YES
mbew,zplp2,NUMERIC,YES
mbew,zplp3,NUMERIC,YES
mbew,zpld1,DATE,YES
mbew,zpld2,DATE,YES
mbew,zpld3,DATE,YES
mbew,pperz,STRING,YES
mbew,pperl,STRING,YES
mbew,pperv,STRING,YES
mbew,kalkz,STRING,YES
mbew,kalkl,STRING,YES
mbew,kalkv,STRING,YES
mbew,kalsc,STRING,YES
mbew,xlifo,STRING,YES
mbew,mypol,STRING,YES
mbew,bwph1,NUMERIC,YES
mbew,bwps1,NUMERIC,YES
mbew,abwkz,STRING,YES
mbew,pstat,STRING,YES
mbew,kaln1,STRING,YES
mbew,kalnr,STRING,YES
mbew,bwva1,STRING,YES
mbew,bwva2,STRING,YES
mbew,bwva3,STRING,YES
mbew,vers1,STRING,YES
mbew,vers2,STRING,YES
mbew,vers3,STRING,YES
mbew,hrkft,STRING,YES
mbew,kosgr,STRING,YES
mbew,pprdz,STRING,YES
mbew,pprdl,STRING,YES
mbew,pprdv,STRING,YES
mbew,pdatz,STRING,YES
mbew,pdatl,STRING,YES
mbew,pdatv,STRING,YES
mbew,ekalr,STRING,YES
mbew,vplpr,NUMERIC,YES
mbew,mlmaa,STRING,YES
mbew,mlast,STRING,YES
mbew,lplpr,NUMERIC,YES
mbew,vksal,NUMERIC,YES
mbew,hkmat,STRING,YES
mbew,sperw,STRING,YES
mbew,kziwl,STRING,YES
mbew,wlinl,DATE,YES
mbew,abciw,STRING,YES
mbew,bwspa,NUMERIC,YES
mbew,lplpx,NUMERIC,YES
mbew,vplpx,NUMERIC,YES
mbew,fplpx,NUMERIC,YES
mbew,lbwst,STRING,YES
mbew,vbwst,STRING,YES
mbew,fbwst,STRING,YES
mbew,eklas,STRING,YES
mbew,qklas,STRING,YES
mbew,mtuse,STRING,YES
mbew,mtorg,STRING,YES
mbew,ownpr,STRING,YES
mbew,xbewm,STRING,YES
mbew,bwpei,NUMERIC,YES
mbew,mbrue,STRING,YES
mbew,oklas,STRING,YES
mbew,dummy_val_incl_eew_ps,STRING,YES
mbew,oippinv,STRING,YES
mbew,operation_flag,STRING,YES
mbew,is_deleted,BOOL,YES
mbew,recordstamp,TIMESTAMP,YES
hrrp_directory,mandt,STRING,YES
hrrp_directory,hryid,STRING,YES
hrrp_directory,hryver,STRING,YES
hrrp_directory,hryvalto,DATE,YES
hrrp_directory,hryvalfrom,DATE,YES
hrrp_directory,hrytyp,STRING,YES
hrrp_directory,updtime,NUMERIC,YES
hrrp_directory,upduser,STRING,YES
hrrp_directory,operation_flag,STRING,YES
hrrp_directory,is_deleted,BOOL,YES
hrrp_directory,recordstamp,TIMESTAMP,YES
bseg,mandt,STRING,YES
bseg,bukrs,STRING,YES
bseg,belnr,STRING,YES
bseg,gjahr,STRING,YES
bseg,buzei,STRING,YES
bseg,buzid,STRING,YES
bseg,augdt,DATE,YES
bseg,augcp,DATE,YES
bseg,augbl,STRING,YES
bseg,bschl,STRING,YES
bseg,koart,STRING,YES
bseg,umskz,STRING,YES
bseg,umsks,STRING,YES
bseg,zumsk,STRING,YES
bseg,shkzg,STRING,YES
bseg,gsber,STRING,YES
bseg,pargb,STRING,YES
bseg,tax_country,STRING,YES
bseg,mwskz,STRING,YES
bseg,txdat_from,DATE,YES
bseg,qsskz,STRING,YES
bseg,dmbtr,NUMERIC,YES
bseg,wrbtr,NUMERIC,YES
bseg,kzbtr,NUMERIC,YES
bseg,pswbt,NUMERIC,YES
bseg,pswsl,STRING,YES
bseg,txbhw,NUMERIC,YES
bseg,txbfw,NUMERIC,YES
bseg,mwsts,NUMERIC,YES
bseg,wmwst,NUMERIC,YES
bseg,lwsts,NUMERIC,YES
bseg,lwbtr,NUMERIC,YES
bseg,hwbas,NUMERIC,YES
bseg,fwbas,NUMERIC,YES
bseg,hwzuz,NUMERIC,YES
bseg,fwzuz,NUMERIC,YES
bseg,shzuz,STRING,YES
bseg,stekz,STRING,YES
bseg,mwart,STRING,YES
bseg,txgrp,STRING,YES
bseg,ktosl,STRING,YES
bseg,qsshb,NUMERIC,YES
bseg,kursr,NUMERIC,YES
bseg,gbetr,NUMERIC,YES
bseg,bdiff,NUMERIC,YES
bseg,bdif2,NUMERIC,YES
bseg,valut,DATE,YES
bseg,zuonr,STRING,YES
bseg,sgtxt,STRING,YES
bseg,zinkz,STRING,YES
bseg,vbund,STRING,YES
bseg,bewar,STRING,YES
bseg,altkt,STRING,YES
bseg,vorgn,STRING,YES
bseg,fdlev,STRING,YES
bseg,fdgrp,STRING,YES
bseg,fdwbt,NUMERIC,YES
bseg,fdtag,DATE,YES
bseg,fkont,STRING,YES
bseg,kokrs,STRING,YES
bseg,kostl,STRING,YES
bseg,projn,STRING,YES
bseg,aufnr,STRING,YES
bseg,vbeln,STRING,YES
bseg,vbel2,STRING,YES
bseg,posn2,STRING,YES
bseg,eten2,STRING,YES
bseg,service_doc_type,STRING,YES
bseg,service_doc_id,STRING,YES
bseg,service_doc_item_id,STRING,YES
bseg,anln1,STRING,YES
bseg,anln2,STRING,YES
bseg,anbwa,STRING,YES
bseg,bzdat,DATE,YES
bseg,pernr,STRING,YES
bseg,xumsw,STRING,YES
bseg,xhres,STRING,YES
bseg,xkres,STRING,YES
bseg,xopvw,STRING,YES
bseg,xcpdd,STRING,YES
bseg,xskst,STRING,YES
bseg,xsauf,STRING,YES
bseg,xspro,STRING,YES
bseg,xserg,STRING,YES
bseg,xfakt,STRING,YES
bseg,xuman,STRING,YES
bseg,xanet,STRING,YES
bseg,xskrl,STRING,YES
bseg,xinve,STRING,YES
bseg,xpanz,STRING,YES
bseg,xauto,STRING,YES
bseg,xncop,STRING,YES
bseg,xzahl,STRING,YES
bseg,saknr,STRING,YES
bseg,hkont,STRING,YES
bseg,kunnr,STRING,YES
bseg,lifnr,STRING,YES
bseg,filkd,STRING,YES
bseg,xbilk,STRING,YES
bseg,gvtyp,STRING,YES
bseg,hzuon,STRING,YES
bseg,zfbdt,DATE,YES
bseg,zterm,STRING,YES
bseg,zbd1t,NUMERIC,YES
bseg,zbd2t,NUMERIC,YES
bseg,zbd3t,NUMERIC,YES
bseg,zbd1p,NUMERIC,YES
bseg,zbd2p,NUMERIC,YES
bseg,skfbt,NUMERIC,YES
bseg,sknto,NUMERIC,YES
bseg,wskto,NUMERIC,YES
bseg,zlsch,STRING,YES
bseg,zlspr,STRING,YES
bseg,zbfix,STRING,YES
bseg,hbkid,STRING,YES
bseg,bvtyp,STRING,YES
bseg,nebtr,NUMERIC,YES
bseg,mwsk1,STRING,YES
bseg,txdat_from1,DATE,YES
bseg,tax_country1,STRING,YES
bseg,dmbt1,NUMERIC,YES
bseg,wrbt1,NUMERIC,YES
bseg,hist_tax_factor1,NUMERIC,YES
bseg,mwsk2,STRING,YES
bseg,txdat_from2,DATE,YES
bseg,tax_country2,STRING,YES
bseg,dmbt2,NUMERIC,YES
bseg,wrbt2,NUMERIC,YES
bseg,hist_tax_factor2,NUMERIC,YES
bseg,mwsk3,STRING,YES
bseg,txdat_from3,DATE,YES
bseg,tax_country3,STRING,YES
bseg,dmbt3,NUMERIC,YES
bseg,wrbt3,NUMERIC,YES
bseg,hist_tax_factor3,NUMERIC,YES
bseg,hist_tax_factor,NUMERIC,YES
bseg,rebzg,STRING,YES
bseg,rebzj,STRING,YES
bseg,rebzz,STRING,YES
bseg,rebzt,STRING,YES
bseg,zollt,STRING,YES
bseg,zolld,DATE,YES
bseg,lzbkz,STRING,YES
bseg,landl,STRING,YES
bseg,diekz,STRING,YES
bseg,samnr,STRING,YES
bseg,abper,STRING,YES
bseg,vrskz,STRING,YES
bseg,vrsdt,DATE,YES
bseg,disbn,STRING,YES
bseg,disbj,STRING,YES
bseg,disbz,STRING,YES
bseg,wverw,STRING,YES
bseg,anfbn,STRING,YES
bseg,anfbj,STRING,YES
bseg,anfbu,STRING,YES
bseg,anfae,DATE,YES
bseg,blnbt,NUMERIC,YES
bseg,blnkz,STRING,YES
bseg,blnpz,NUMERIC,YES
bseg,mschl,STRING,YES
bseg,mansp,STRING,YES
bseg,madat,DATE,YES
bseg,manst,STRING,YES
bseg,maber,STRING,YES
bseg,esrnr,STRING,YES
bseg,esrre,STRING,YES
bseg,esrpz,STRING,YES
bseg,klibt,NUMERIC,YES
bseg,qsznr,STRING,YES
bseg,qbshb,NUMERIC,YES
bseg,qsfbt,NUMERIC,YES
bseg,navhw,NUMERIC,YES
bseg,navfw,NUMERIC,YES
bseg,matnr,STRING,YES
bseg,werks,STRING,YES
bseg,menge,NUMERIC,YES
bseg,meins,STRING,YES
bseg,erfmg,NUMERIC,YES
bseg,erfme,STRING,YES
bseg,bpmng,NUMERIC,YES
bseg,bprme,STRING,YES
bseg,ebeln_logsys,STRING,YES
bseg,ebeln,STRING,YES
bseg,ebelp,STRING,YES
bseg,zekkn,STRING,YES
bseg,elikz,STRING,YES
bseg,vprsv,STRING,YES
bseg,peinh,NUMERIC,YES
bseg,bwkey,STRING,YES
bseg,bwtar,STRING,YES
bseg,bustw,STRING,YES
bseg,rewrt,NUMERIC,YES
bseg,rewwr,NUMERIC,YES
bseg,bonfb,NUMERIC,YES
bseg,bualt,NUMERIC,YES
bseg,psalt,STRING,YES
bseg,nprei,NUMERIC,YES
bseg,tbtkz,STRING,YES
bseg,spgrp,STRING,YES
bseg,spgrm,STRING,YES
bseg,spgrt,STRING,YES
bseg,spgrg,STRING,YES
bseg,spgrv,STRING,YES
bseg,spgrq,STRING,YES
bseg,stceg,STRING,YES
bseg,egbld,STRING,YES
bseg,eglld,STRING,YES
bseg,rstgr,STRING,YES
bseg,ryacq,STRING,YES
bseg,rpacq,STRING,YES
bseg,rdiff,NUMERIC,YES
bseg,rdif2,NUMERIC,YES
bseg,prctr,STRING,YES
bseg,xhkom,STRING,YES
bseg,vname,STRING,YES
bseg,recid,STRING,YES
bseg,egrup,STRING,YES
bseg,vptnr,STRING,YES
bseg,vertt,STRING,YES
bseg,vertn,STRING,YES
bseg,vbewa,STRING,YES
bseg,depot,STRING,YES
bseg,txjcd,STRING,YES
bseg,imkey,STRING,YES
bseg,dabrz,DATE,YES
bseg,popts,NUMERIC,YES
bseg,fipos,STRING,YES
bseg,kstrg,STRING,YES
bseg,nplnr,STRING,YES
bseg,aufpl,STRING,YES
bseg,aplzl,STRING,YES
bseg,projk,STRING,YES
bseg,paobjnr,STRING,YES
bseg,pasubnr,STRING,YES
bseg,spgrs,STRING,YES
bseg,spgrc,STRING,YES
bseg,btype,STRING,YES
bseg,etype,STRING,YES
bseg,xegdr,STRING,YES
bseg,lnran,STRING,YES
bseg,hrkft,STRING,YES
bseg,dmbe2,NUMERIC,YES
bseg,dmbe3,NUMERIC,YES
bseg,dmb21,NUMERIC,YES
bseg,dmb22,NUMERIC,YES
bseg,dmb23,NUMERIC,YES
bseg,dmb31,NUMERIC,YES
bseg,dmb32,NUMERIC,YES
bseg,dmb33,NUMERIC,YES
bseg,mwst2,NUMERIC,YES
bseg,mwst3,NUMERIC,YES
bseg,navh2,NUMERIC,YES
bseg,navh3,NUMERIC,YES
bseg,sknt2,NUMERIC,YES
bseg,sknt3,NUMERIC,YES
bseg,bdif3,NUMERIC,YES
bseg,rdif3,NUMERIC,YES
bseg,hwmet,STRING,YES
bseg,glupm,STRING,YES
bseg,xragl,STRING,YES
bseg,uzawe,STRING,YES
bseg,lokkt,STRING,YES
bseg,fistl,STRING,YES
bseg,geber,STRING,YES
bseg,stbuk,STRING,YES
bseg,txbh2,NUMERIC,YES
bseg,txbh3,NUMERIC,YES
bseg,pprct,STRING,YES
bseg,xref1,STRING,YES
bseg,xref2,STRING,YES
bseg,kblnr,STRING,YES
bseg,kblpos,STRING,YES
bseg,sttax,NUMERIC,YES
bseg,fkber,STRING,YES
bseg,obzei,STRING,YES
bseg,xnegp,STRING,YES
bseg,rfzei,STRING,YES
bseg,ccbtc,STRING,YES
bseg,kkber,STRING,YES
bseg,empfb,STRING,YES
bseg,xref3,STRING,YES
bseg,dtws1,STRING,YES
bseg,dtws2,STRING,YES
bseg,dtws3,STRING,YES
bseg,dtws4,STRING,YES
bseg,gricd,STRING,YES
bseg,grirg,STRING,YES
bseg,gityp,STRING,YES
bseg,xpypr,STRING,YES
bseg,kidno,STRING,YES
bseg,absbt,NUMERIC,YES
bseg,idxsp,STRING,YES
bseg,linfv,DATE,YES
bseg,kontt,STRING,YES
bseg,kontl,STRING,YES
bseg,uebgdat,DATE,YES
bseg,txdat,DATE,YES
bseg,agzei,NUMERIC,YES
bseg,pycur,STRING,YES
bseg,pyamt,NUMERIC,YES
bseg,bupla,STRING,YES
bseg,secco,STRING,YES
bseg,lstar,STRING,YES
bseg,cession_kz,STRING,YES
bseg,prznr,STRING,YES
bseg,ppdiff,NUMERIC,YES
bseg,ppdif2,NUMERIC,YES
bseg,ppdif3,NUMERIC,YES
bseg,penlc1,NUMERIC,YES
bseg,penlc2,NUMERIC,YES
bseg,penlc3,NUMERIC,YES
bseg,penfc,NUMERIC,YES
bseg,pendays,INT64,YES
bseg,penrc,STRING,YES
bseg,grant_nbr,STRING,YES
bseg,sctax,NUMERIC,YES
bseg,fkber_long,STRING,YES
bseg,gmvkz,STRING,YES
bseg,srtype,STRING,YES
bseg,intreno,STRING,YES
bseg,measure,STRING,YES
bseg,auggj,STRING,YES
bseg,ppa_ex_ind,STRING,YES
bseg,docln,STRING,YES
bseg,segment,STRING,YES
bseg,psegment,STRING,YES
bseg,pfkber,STRING,YES
bseg,hktid,STRING,YES
bseg,kstar,STRING,YES
bseg,xlgclr,STRING,YES
bseg,taxps,STRING,YES
bseg,pays_prov,STRING,YES
bseg,pays_tran,STRING,YES
bseg,mndid,STRING,YES
bseg,xfrge_bseg,STRING,YES
bseg,awtyp,STRING,YES
bseg,awkey,STRING,YES
bseg,awsys,STRING,YES
bseg,posnr,STRING,YES
bseg,buzei_sender,STRING,YES
bseg,h_monat,STRING,YES
bseg,h_bstat,STRING,YES
bseg,h_budat,DATE,YES
bseg,h_bldat,DATE,YES
bseg,h_waers,STRING,YES
bseg,h_blart,STRING,YES
bseg,h_hwaer,STRING,YES
bseg,h_hwae2,STRING,YES
bseg,h_hwae3,STRING,YES
bseg,sk1dt,DATE,YES
bseg,sk2dt,DATE,YES
bseg,prctr_drvtn_source_type,STRING,YES
bseg,dataaging,DATE,YES
bseg,fqftype,STRING,YES
bseg,lqitem,STRING,YES
bseg,gkont,STRING,YES
bseg,gkart,STRING,YES
bseg,ghkon,STRING,YES
bseg,squan,STRING,YES
bseg,anln2_pn,STRING,YES
bseg,bwasl_pn,STRING,YES
bseg,bzdat_pn,DATE,YES
bseg,xvabg_pn,STRING,YES
bseg,anbtr_pn,NUMERIC,YES
bseg,prozs_pn,NUMERIC,YES
bseg,acdoc_eew_dummy,STRING,YES
bseg,dummy_incl_eew_cobl,STRING,YES
bseg,acrobjtype,STRING,YES
bseg,acrlogsys,STRING,YES
bseg,acrobj_id,STRING,YES
bseg,acrsobj_id,STRING,YES
bseg,acritmtype,STRING,YES
bseg,acrvaldat,DATE,YES
bseg,valobjtype,STRING,YES
bseg,valobj_id,STRING,YES
bseg,valsobj_id,STRING,YES
bseg,netdt,DATE,YES
bseg,risk_class,STRING,YES
bseg,sdm_version,STRING,YES
bseg,glo_ref1,STRING,YES
bseg,re_bukrs,STRING,YES
bseg,re_account,STRING,YES
bseg,pgeber,STRING,YES
bseg,pgrant_nbr,STRING,YES
bseg,budget_pd,STRING,YES
bseg,pbudget_pd,STRING,YES
bseg,j_1tpbupl,STRING,YES
bseg,perop_beg,DATE,YES
bseg,perop_end,DATE,YES
bseg,fastpay,STRING,YES
bseg,ignr_ivref,STRING,YES
bseg,fmfgus_key,STRING,YES
bseg,fmxdocnr,STRING,YES
bseg,fmxyear,STRING,YES
bseg,fmxdocln,STRING,YES
bseg,fmxzekkn,STRING,YES
bseg,prodper,DATE,YES
bseg,gst_part,STRING,YES
bseg,plc_sup,STRING,YES
bseg,hsn_sac,STRING,YES
bseg,irn,STRING,YES
bseg,recrf,STRING,YES
bseg,bdgt_account,STRING,YES
bseg,bdgt_account_cocode,STRING,YES
bseg,inward_no,STRING,YES
bseg,inward_dt,DATE,YES
bseg,ground_no,STRING,YES
bseg,ground_dt,DATE,YES
bseg,ground_typ,STRING,YES
bseg,pymtkey,STRING,YES
bseg,operation_flag,STRING,YES
bseg,is_deleted,BOOL,YES
bseg,recordstamp,TIMESTAMP,YES
ekpo,mandt,STRING,YES
ekpo,ebeln,STRING,YES
ekpo,ebelp,STRING,YES
ekpo,uniqueid,STRING,YES
ekpo,loekz,STRING,YES
ekpo,statu,STRING,YES
ekpo,aedat,DATE,YES
ekpo,txz01,STRING,YES
ekpo,matnr,STRING,YES
ekpo,ematn,STRING,YES
ekpo,bukrs,STRING,YES
ekpo,werks,STRING,YES
ekpo,lgort,STRING,YES
ekpo,bednr,STRING,YES
ekpo,matkl,STRING,YES
ekpo,infnr,STRING,YES
ekpo,idnlf,STRING,YES
ekpo,ktmng,NUMERIC,YES
ekpo,menge,NUMERIC,YES
ekpo,meins,STRING,YES
ekpo,bprme,STRING,YES
ekpo,bpumz,NUMERIC,YES
ekpo,bpumn,NUMERIC,YES
ekpo,umrez,NUMERIC,YES
ekpo,umren,NUMERIC,YES
ekpo,netpr,NUMERIC,YES
ekpo,peinh,NUMERIC,YES
ekpo,netwr,NUMERIC,YES
ekpo,brtwr,NUMERIC,YES
ekpo,agdat,DATE,YES
ekpo,webaz,NUMERIC,YES
ekpo,mwskz,STRING,YES
ekpo,txdat_from,DATE,YES
ekpo,txdat,DATE,YES
ekpo,tax_country,STRING,YES
ekpo,bonus,STRING,YES
ekpo,insmk,STRING,YES
ekpo,spinf,STRING,YES
ekpo,prsdr,STRING,YES
ekpo,schpr,STRING,YES
ekpo,mahnz,NUMERIC,YES
ekpo,mahn1,NUMERIC,YES
ekpo,mahn2,NUMERIC,YES
ekpo,mahn3,NUMERIC,YES
ekpo,uebto,NUMERIC,YES
ekpo,uebtk,STRING,YES
ekpo,untto,NUMERIC,YES
ekpo,bwtar,STRING,YES
ekpo,bwtty,STRING,YES
ekpo,abskz,STRING,YES
ekpo,agmem,STRING,YES
ekpo,elikz,STRING,YES
ekpo,erekz,STRING,YES
ekpo,pstyp,STRING,YES
ekpo,knttp,STRING,YES
ekpo,kzvbr,STRING,YES
ekpo,vrtkz,STRING,YES
ekpo,twrkz,STRING,YES
ekpo,wepos,STRING,YES
ekpo,weunb,STRING,YES
ekpo,repos,STRING,YES
ekpo,webre,STRING,YES
ekpo,kzabs,STRING,YES
ekpo,labnr,STRING,YES
ekpo,konnr,STRING,YES
ekpo,ktpnr,STRING,YES
ekpo,abdat,DATE,YES
ekpo,abftz,NUMERIC,YES
ekpo,etfz1,NUMERIC,YES
ekpo,etfz2,NUMERIC,YES
ekpo,kzstu,STRING,YES
ekpo,notkz,STRING,YES
ekpo,lmein,STRING,YES
ekpo,evers,STRING,YES
ekpo,zwert,NUMERIC,YES
ekpo,navnw,NUMERIC,YES
ekpo,abmng,NUMERIC,YES
ekpo,prdat,DATE,YES
ekpo,bstyp,STRING,YES
ekpo,effwr,NUMERIC,YES
ekpo,xoblr,STRING,YES
ekpo,kunnr,STRING,YES
ekpo,adrnr,STRING,YES
ekpo,ekkol,STRING,YES
ekpo,sktof,STRING,YES
ekpo,stafo,STRING,YES
ekpo,plifz,NUMERIC,YES
ekpo,ntgew,NUMERIC,YES
ekpo,gewei,STRING,YES
ekpo,txjcd,STRING,YES
ekpo,etdrk,STRING,YES
ekpo,sobkz,STRING,YES
ekpo,arsnr,STRING,YES
ekpo,arsps,STRING,YES
ekpo,insnc,STRING,YES
ekpo,ssqss,STRING,YES
ekpo,zgtyp,STRING,YES
ekpo,ean11,STRING,YES
ekpo,bstae,STRING,YES
ekpo,revlv,STRING,YES
ekpo,geber,STRING,YES
ekpo,fistl,STRING,YES
ekpo,fipos,STRING,YES
ekpo,ko_gsber,STRING,YES
ekpo,ko_pargb,STRING,YES
ekpo,ko_prctr,STRING,YES
ekpo,ko_pprctr,STRING,YES
