table_name,column_name,data_type,is_nullable
t006a,mandt,STRING,YES
t006a,spras,STRING,YES
t006a,msehi,STRING,YES
t006a,mseh3,STRING,YES
t006a,mseh6,STRING,YES
t006a,mseht,STRING,YES
t006a,msehl,STRING,YES
t006a,operation_flag,STRING,YES
t006a,is_deleted,BOOL,YES
t006a,recordstamp,TIMESTAMP,YES
finsc_ledger_rep,mandt,STRING,YES
finsc_ledger_rep,rldnr,STRING,YES
finsc_ledger_rep,rldnr_pers,STRING,YES
finsc_ledger_rep,operation_flag,STRING,YES
finsc_ledger_rep,is_deleted,BOOL,YES
finsc_ledger_rep,recordstamp,TIMESTAMP,YES
cepc,mandt,STRING,YES
cepc,prctr,STRING,YES
cepc,datbi,DATE,YES
cepc,kokrs,STRING,YES
cepc,datab,DATE,YES
cepc,ersda,DATE,YES
cepc,usnam,STRING,YES
cepc,merkmal,STRING,YES
cepc,abtei,STRING,YES
cepc,verak,STRING,YES
cepc,verak_user,STRING,YES
cepc,waers,STRING,YES
cepc,nprctr,STRING,YES
cepc,land1,STRING,YES
cepc,anred,STRING,YES
cepc,name1,STRING,YES
cepc,name2,STRING,YES
cepc,name3,STRING,YES
cepc,name4,STRING,YES
cepc,ort01,STRING,YES
cepc,ort02,STRING,YES
cepc,stras,STRING,YES
cepc,pfach,STRING,YES
cepc,pstlz,STRING,YES
cepc,pstl2,STRING,YES
cepc,spras,STRING,YES
cepc,telbx,STRING,YES
cepc,telf1,STRING,YES
cepc,telf2,STRING,YES
cepc,telfx,STRING,YES
cepc,teltx,STRING,YES
cepc,telx1,STRING,YES
cepc,datlt,STRING,YES
cepc,drnam,STRING,YES
cepc,khinr,STRING,YES
cepc,bukrs,STRING,YES
cepc,vname,STRING,YES
cepc,recid,STRING,YES
cepc,etype,STRING,YES
cepc,txjcd,STRING,YES
cepc,regio,STRING,YES
cepc,kvewe,STRING,YES
cepc,kappl,STRING,YES
cepc,kalsm,STRING,YES
cepc,logsystem,STRING,YES
cepc,lock_ind,STRING,YES
cepc,pca_template,STRING,YES
cepc,segment,STRING,YES
cepc,eew_cepc_ps_dummy,STRING,YES
cepc,operation_flag,STRING,YES
cepc,is_deleted,BOOL,YES
cepc,recordstamp,TIMESTAMP,YES
afko,mandt,STRING,YES
afko,aufnr,STRING,YES
afko,gltrp,DATE,YES
afko,gstrp,DATE,YES
afko,ftrms,DATE,YES
afko,gltrs,DATE,YES
afko,gstrs,DATE,YES
afko,gstri,DATE,YES
afko,getri,DATE,YES
afko,gltri,DATE,YES
afko,ftrmi,DATE,YES
afko,ftrmp,DATE,YES
afko,rsnum,STRING,YES
afko,gasmg,NUMERIC,YES
afko,gamng,NUMERIC,YES
afko,gmein,STRING,YES
afko,plnbez,STRING,YES
afko,plnty,STRING,YES
afko,plnnr,STRING,YES
afko,plnaw,STRING,YES
afko,plnal,STRING,YES
afko,pverw,STRING,YES
afko,plauf,DATE,YES
afko,plsvb,NUMERIC,YES
afko,plnme,STRING,YES
afko,plsvn,NUMERIC,YES
afko,pdatv,DATE,YES
afko,paenr,STRING,YES
afko,plgrp,STRING,YES
afko,lodiv,NUMERIC,YES
afko,stlty,STRING,YES
afko,stlbez,STRING,YES
afko,stlst,STRING,YES
afko,stlnr,STRING,YES
afko,sdatv,DATE,YES
afko,sbmng,NUMERIC,YES
afko,sbmeh,STRING,YES
afko,saenr,STRING,YES
afko,stlal,STRING,YES
afko,stlan,STRING,YES
afko,slsvn,NUMERIC,YES
afko,slsbs,NUMERIC,YES
afko,aufld,DATE,YES
afko,dispo,STRING,YES
afko,aufpl,STRING,YES
afko,fevor,STRING,YES
afko,fhori,STRING,YES
afko,terkz,STRING,YES
afko,redkz,STRING,YES
afko,aprio,STRING,YES
afko,ntzue,STRING,YES
afko,vorue,STRING,YES
afko,profid,STRING,YES
afko,vorgz,STRING,YES
afko,sichz,STRING,YES
afko,freiz,STRING,YES
afko,upter,STRING,YES
afko,bedid,STRING,YES
afko,pronr,STRING,YES
afko,zaehl,STRING,YES
afko,mzaehl,STRING,YES
afko,zkriz,STRING,YES
afko,prueflos,STRING,YES
afko,klvarp,STRING,YES
afko,klvari,STRING,YES
afko,rgekz,STRING,YES
afko,plart,STRING,YES
afko,flg_aob,STRING,YES
afko,flg_arbei,STRING,YES
afko,gltpp,DATE,YES
afko,gstpp,DATE,YES
afko,gltps,DATE,YES
afko,gstps,DATE,YES
afko,ftrps,DATE,YES
afko,rdkzp,STRING,YES
afko,trkzp,STRING,YES
afko,rueck,STRING,YES
afko,rmzhl,STRING,YES
afko,igmng,NUMERIC,YES
afko,ratid,STRING,YES
afko,groid,STRING,YES
afko,cuobj,STRING,YES
afko,gluzs,TIME,YES
afko,gsuzs,TIME,YES
afko,revlv,STRING,YES
afko,rshty,STRING,YES
afko,rshid,STRING,YES
afko,rsnty,STRING,YES
afko,rsnid,STRING,YES
afko,nauterm,STRING,YES
afko,naucost,STRING,YES
afko,stufe,NUMERIC,YES
afko,wegxx,NUMERIC,YES
afko,vwegx,NUMERIC,YES
afko,arsnr,STRING,YES
afko,arsps,STRING,YES
afko,maufnr,STRING,YES
afko,lknot,STRING,YES
afko,rknot,STRING,YES
afko,prodnet,STRING,YES
afko,iasmg,NUMERIC,YES
afko,abarb,STRING,YES
afko,aufnt,STRING,YES
afko,aufpt,STRING,YES
afko,aplzt,STRING,YES
afko,no_disp,STRING,YES
afko,csplit,STRING,YES
afko,aennr,STRING,YES
afko,cy_seqnr,STRING,YES
afko,breaks,STRING,YES
afko,vorgz_trm,NUMERIC,YES
afko,sichz_trm,NUMERIC,YES
afko,trmdt,DATE,YES
afko,gluzp,TIME,YES
afko,gsuzp,TIME,YES
afko,gsuzi,TIME,YES
afko,geuzi,TIME,YES
afko,glupp,TIME,YES
afko,gsupp,TIME,YES
afko,glups,TIME,YES
afko,gsups,TIME,YES
afko,chsch,STRING,YES
afko,kapt_vorgz,STRING,YES
afko,kapt_sichz,STRING,YES
afko,lead_aufnr,STRING,YES
afko,pnetstartd,DATE,YES
afko,pnetstartt,TIME,YES
afko,pnetendd,DATE,YES
afko,pnetendt,TIME,YES
afko,kbed,STRING,YES
afko,kkalkr,STRING,YES
afko,sfcpf,STRING,YES
afko,rmnga,NUMERIC,YES
afko,gsbtr,DATE,YES
afko,vfmng,NUMERIC,YES
afko,nopcost,STRING,YES
afko,netzkont,STRING,YES
afko,atrkz,STRING,YES
afko,objtype,STRING,YES
afko,ch_proc,STRING,YES
afko,kapversa,STRING,YES
afko,colordproc,STRING,YES
afko,kzerb,STRING,YES
afko,conf_key,STRING,YES
afko,st_arbid,STRING,YES
afko,vsnmr_v,STRING,YES
afko,terhw,STRING,YES
afko,splstat,STRING,YES
afko,costupd,STRING,YES
afko,max_gamng,NUMERIC,YES
afko,mes_routingid,STRING,YES
afko,adpsp,STRING,YES
afko,rmanr,STRING,YES
afko,posnr_rma,STRING,YES
afko,posnv_rma,STRING,YES
afko,cfb_maxlz,NUMERIC,YES
afko,cfb_lzeih,STRING,YES
afko,cfb_adtdays,NUMERIC,YES
afko,cfb_datofm,DATE,YES
afko,cfb_bbdpi,DATE,YES
afko,oihantyp,STRING,YES
afko,fsh_mprod_ord,STRING,YES
afko,flg_bundle,STRING,YES
afko,mill_ratio,INT64,YES
afko,bmeins,STRING,YES
afko,bmenge,NUMERIC,YES
afko,mill_oc_zuskz,STRING,YES
afko,operation_flag,STRING,YES
afko,is_deleted,BOOL,YES
afko,recordstamp,TIMESTAMP,YES
ekko,mandt,STRING,YES
ekko,ebeln,STRING,YES
ekko,bukrs,STRING,YES
ekko,bstyp,STRING,YES
ekko,bsart,STRING,YES
ekko,bsakz,STRING,YES
ekko,loekz,STRING,YES
ekko,statu,STRING,YES
ekko,aedat,DATE,YES
ekko,ernam,STRING,YES
ekko,lastchangedatetime,NUMERIC,YES
ekko,pincr,STRING,YES
ekko,lponr,STRING,YES
ekko,lifnr,STRING,YES
ekko,spras,STRING,YES
ekko,zterm,STRING,YES
ekko,zbd1t,NUMERIC,YES
ekko,zbd2t,NUMERIC,YES
ekko,zbd3t,NUMERIC,YES
ekko,zbd1p,NUMERIC,YES
ekko,zbd2p,NUMERIC,YES
ekko,ekorg,STRING,YES
ekko,ekgrp,STRING,YES
ekko,waers,STRING,YES
ekko,wkurs,NUMERIC,YES
ekko,kufix,STRING,YES
ekko,bedat,DATE,YES
ekko,kdatb,DATE,YES
ekko,kdate,DATE,YES
ekko,bwbdt,DATE,YES
ekko,angdt,DATE,YES
ekko,bnddt,DATE,YES
ekko,gwldt,DATE,YES
ekko,ausnr,STRING,YES
ekko,angnr,STRING,YES
ekko,ihran,DATE,YES
ekko,ihrez,STRING,YES
ekko,verkf,STRING,YES
ekko,telf1,STRING,YES
ekko,llief,STRING,YES
ekko,kunnr,STRING,YES
ekko,active_id,STRING,YES
ekko,konnr,STRING,YES
ekko,abgru,STRING,YES
ekko,autlf,STRING,YES
ekko,weakt,STRING,YES
ekko,reswk,STRING,YES
ekko,lblif,STRING,YES
ekko,inco1,STRING,YES
ekko,inco2,STRING,YES
ekko,ktwrt,NUMERIC,YES
ekko,distributiontype,STRING,YES
ekko,submi,STRING,YES
ekko,knumv,STRING,YES
ekko,kalsm,STRING,YES
ekko,stafo,STRING,YES
ekko,lifre,STRING,YES
ekko,exnum,STRING,YES
ekko,unsez,STRING,YES
ekko,logsy,STRING,YES
ekko,upinc,STRING,YES
ekko,stako,STRING,YES
ekko,frggr,STRING,YES
ekko,frgsx,STRING,YES
ekko,frgke,STRING,YES
ekko,frgzu,STRING,YES
ekko,frgrl,STRING,YES
ekko,lands,STRING,YES
ekko,lphis,STRING,YES
ekko,adrnr,STRING,YES
ekko,stceg_l,STRING,YES
ekko,stceg,STRING,YES
ekko,absgr,STRING,YES
ekko,addnr,STRING,YES
ekko,kornr,STRING,YES
ekko,memory,STRING,YES
ekko,procstat,STRING,YES
ekko,process_indicator,STRING,YES
ekko,rlwrt,NUMERIC,YES
ekko,cr_stat,STRING,YES
ekko,revno,STRING,YES
ekko,scmproc,STRING,YES
ekko,reason_code,STRING,YES
ekko,memorytype,STRING,YES
ekko,rettp,STRING,YES
ekko,retpc,NUMERIC,YES
ekko,dptyp,STRING,YES
ekko,dppct,NUMERIC,YES
ekko,dpamt,NUMERIC,YES
ekko,dpdat,DATE,YES
ekko,msr_id,STRING,YES
ekko,hierarchy_exists,STRING,YES
ekko,grouping_id,STRING,YES
ekko,parent_id,STRING,YES
ekko,threshold_exists,STRING,YES
ekko,legal_contract,STRING,YES
ekko,description,STRING,YES
ekko,release_date,DATE,YES
ekko,vsart,STRING,YES
ekko,handoverloc,STRING,YES
ekko,shipcond,STRING,YES
ekko,incov,STRING,YES
ekko,inco2_l,STRING,YES
ekko,inco3_l,STRING,YES
ekko,grwcu,STRING,YES
ekko,intra_rel,STRING,YES
ekko,intra_excl,STRING,YES
ekko,qtn_erlst_submsn_date,DATE,YES
ekko,followon_doc_cat,STRING,YES
ekko,followon_doc_type,STRING,YES
ekko,dummy_ekko_incl_eew_ps,STRING,YES
ekko,externalsystem,STRING,YES
ekko,externalreferenceid,STRING,YES
ekko,ext_rev_tmstmp,NUMERIC,YES
ekko,iseopblocked,STRING,YES
ekko,isaged,STRING,YES
ekko,force_id,STRING,YES
ekko,force_cnt,STRING,YES
ekko,reloc_id,STRING,YES
ekko,reloc_seq_id,STRING,YES
ekko,source_logsys,STRING,YES
ekko,fsh_transaction,STRING,YES
ekko,fsh_item_group,STRING,YES
ekko,fsh_vas_last_item,STRING,YES
ekko,fsh_os_stg_change,STRING,YES
ekko,tms_ref_uuid,STRING,YES
ekko,zapcgk,STRING,YES
ekko,apcgk_extend,STRING,YES
ekko,zbas_date,DATE,YES
ekko,zadattyp,STRING,YES
ekko,zstart_dat,DATE,YES
ekko,z_dev,NUMERIC,YES
ekko,zindanx,STRING,YES
ekko,zlimit_dat,DATE,YES
ekko,numerator,STRING,YES
ekko,hashcal_bdat,DATE,YES
ekko,hashcal,STRING,YES
ekko,negative,STRING,YES
ekko,hashcal_exists,STRING,YES
ekko,known_index,STRING,YES
ekko,postat,STRING,YES
ekko,vzskz,STRING,YES
ekko,fsh_snst_status,STRING,YES
ekko,proce,STRING,YES
ekko,conc,STRING,YES
ekko,cont,STRING,YES
ekko,comp,STRING,YES
ekko,outr,STRING,YES
ekko,desp,STRING,YES
ekko,desp_dat,DATE,YES
ekko,desp_cargo,STRING,YES
ekko,pare,STRING,YES
ekko,pare_dat,DATE,YES
ekko,pare_cargo,STRING,YES
ekko,pfm_contract,STRING,YES
ekko,pohf_type,STRING,YES
ekko,eq_eindt,DATE,YES
ekko,eq_werks,STRING,YES
ekko,fixpo,STRING,YES
ekko,ekgrp_allow,STRING,YES
ekko,werks_allow,STRING,YES
ekko,contract_allow,STRING,YES
ekko,pstyp_allow,STRING,YES
ekko,fixpo_allow,STRING,YES
ekko,key_id_allow,STRING,YES
ekko,aurel_allow,STRING,YES
ekko,delper_allow,STRING,YES
ekko,eindt_allow,STRING,YES
ekko,ltsnr_allow,STRING,YES
ekko,otb_level,STRING,YES
ekko,otb_cond_type,STRING,YES
ekko,key_id,STRING,YES
ekko,otb_value,NUMERIC,YES
ekko,otb_curr,STRING,YES
ekko,otb_res_value,NUMERIC,YES
ekko,otb_spec_value,NUMERIC,YES
ekko,spr_rsn_profile,STRING,YES
ekko,budg_type,STRING,YES
ekko,otb_status,STRING,YES
ekko,otb_reason,STRING,YES
ekko,check_type,STRING,YES
ekko,con_otb_req,STRING,YES
ekko,con_prebook_lev,STRING,YES
ekko,con_distr_lev,STRING,YES
ekko,operation_flag,STRING,YES
ekko,is_deleted,BOOL,YES
ekko,recordstamp,TIMESTAMP,YES
eket,mandt,STRING,YES
eket,ebeln,STRING,YES
eket,ebelp,STRING,YES
eket,etenr,STRING,YES
eket,uniqueid,STRING,YES
eket,eindt,DATE,YES
eket,slfdt,DATE,YES
eket,lpein,STRING,YES
eket,menge,NUMERIC,YES
eket,ameng,NUMERIC,YES
eket,wemng,NUMERIC,YES
eket,wamng,NUMERIC,YES
eket,uzeit,TIME,YES
eket,banfn,STRING,YES
eket,bnfpo,STRING,YES
eket,estkz,STRING,YES
eket,qunum,STRING,YES
eket,qupos,STRING,YES
eket,mahnz,NUMERIC,YES
eket,bedat,DATE,YES
eket,rsnum,STRING,YES
eket,sernr,STRING,YES
eket,fixkz,STRING,YES
eket,glmng,NUMERIC,YES
eket,dabmg,NUMERIC,YES
eket,charg,STRING,YES
eket,licha,STRING,YES
eket,chkom,STRING,YES
eket,verid,STRING,YES
eket,abart,STRING,YES
eket,mng02,NUMERIC,YES
eket,dat01,DATE,YES
eket,altdt,DATE,YES
eket,aulwe,STRING,YES
eket,mbdat,DATE,YES
eket,mbuhr,TIME,YES
eket,lddat,DATE,YES
eket,lduhr,TIME,YES
eket,tddat,DATE,YES
eket,tduhr,TIME,YES
eket,wadat,DATE,YES
eket,wauhr,TIME,YES
eket,eldat,DATE,YES
eket,eluhr,TIME,YES
eket,anzsn,INT64,YES
eket,nodisp,STRING,YES
eket,geo_route,STRING,YES
eket,route_gts,STRING,YES
eket,gts_ind,STRING,YES
eket,tsp,STRING,YES
eket,cd_locno,STRING,YES
eket,cd_loctype,STRING,YES
eket,handoverdate,DATE,YES
eket,handovertime,TIME,YES
eket,wesbb,NUMERIC,YES
eket,startdate,DATE,YES
eket,enddate,DATE,YES
eket,dataaging,DATE,YES
eket,cwm_menge,NUMERIC,YES
eket,cwm_dabmg,NUMERIC,YES
eket,cwm_wemng,NUMERIC,YES
eket,tms_ref_uuid,STRING,YES
eket,arun_req_dlvdate,DATE,YES
eket,fsh_ralloc_qty,NUMERIC,YES
eket,fsh_salloc_qty,NUMERIC,YES
eket,fsh_os_id,STRING,YES
eket,key_id,STRING,YES
eket,otb_value,NUMERIC,YES
eket,otb_curr,STRING,YES
eket,otb_res_value,NUMERIC,YES
eket,otb_spec_value,NUMERIC,YES
eket,spr_rsn_profile,STRING,YES
eket,budg_type,STRING,YES
eket,otb_status,STRING,YES
eket,otb_reason,STRING,YES
eket,check_type,STRING,YES
eket,dl_id,STRING,YES
eket,handover_date,DATE,YES
eket,no_scem,STRING,YES
eket,dng_date,DATE,YES
eket,dng_time,TIME,YES
eket,cncl_ancmnt_done,STRING,YES
eket,dateshift_number,NUMERIC,YES
eket,operation_flag,STRING,YES
eket,is_deleted,BOOL,YES
eket,recordstamp,TIMESTAMP,YES
vbrp,mandt,STRING,YES
vbrp,vbeln,STRING,YES
vbrp,posnr,STRING,YES
vbrp,uepos,STRING,YES
vbrp,fkimg,NUMERIC,YES
vbrp,vrkme,STRING,YES
vbrp,umvkz,NUMERIC,YES
vbrp,umvkn,NUMERIC,YES
vbrp,meins,STRING,YES
vbrp,smeng,NUMERIC,YES
vbrp,fklmg,NUMERIC,YES
vbrp,lmeng,NUMERIC,YES
vbrp,ntgew,NUMERIC,YES
vbrp,brgew,NUMERIC,YES
vbrp,gewei,STRING,YES
vbrp,volum,NUMERIC,YES
vbrp,voleh,STRING,YES
vbrp,gsber,STRING,YES
vbrp,prsdt,DATE,YES
vbrp,fbuda,DATE,YES
vbrp,kursk,NUMERIC,YES
vbrp,netwr,NUMERIC,YES
vbrp,vbelv,STRING,YES
vbrp,posnv,STRING,YES
vbrp,vgbel,STRING,YES
vbrp,vgpos,STRING,YES
vbrp,vgtyp,STRING,YES
vbrp,aubel,STRING,YES
vbrp,aupos,STRING,YES
vbrp,auref,STRING,YES
vbrp,matnr,STRING,YES
vbrp,arktx,STRING,YES
vbrp,pmatn,STRING,YES
vbrp,charg,STRING,YES
vbrp,matkl,STRING,YES
vbrp,pstyv,STRING,YES
vbrp,posar,STRING,YES
vbrp,prodh,STRING,YES
vbrp,vstel,STRING,YES
vbrp,atpkz,STRING,YES
vbrp,spart,STRING,YES
vbrp,pospa,STRING,YES
vbrp,werks,STRING,YES
vbrp,aland,STRING,YES
vbrp,wkreg,STRING,YES
vbrp,wkcou,STRING,YES
vbrp,wkcty,STRING,YES
vbrp,taxm1,STRING,YES
vbrp,taxm2,STRING,YES
vbrp,taxm3,STRING,YES
vbrp,taxm4,STRING,YES
vbrp,taxm5,STRING,YES
vbrp,taxm6,STRING,YES
vbrp,taxm7,STRING,YES
vbrp,taxm8,STRING,YES
vbrp,taxm9,STRING,YES
vbrp,kowrr,STRING,YES
vbrp,prsfd,STRING,YES
vbrp,sktof,STRING,YES
vbrp,skfbp,NUMERIC,YES
vbrp,kondm,STRING,YES
vbrp,ktgrm,STRING,YES
vbrp,kostl,STRING,YES
vbrp,bonus,STRING,YES
vbrp,provg,STRING,YES
vbrp,eannr,STRING,YES
vbrp,vkgrp,STRING,YES
vbrp,vkbur,STRING,YES
vbrp,spara,STRING,YES
vbrp,shkzg,STRING,YES
vbrp,ernam,STRING,YES
vbrp,erdat,DATE,YES
vbrp,erzet,TIME,YES
vbrp,bwtar,STRING,YES
vbrp,lgort,STRING,YES
vbrp,stafo,STRING,YES
vbrp,wavwr,NUMERIC,YES
vbrp,kzwi1,NUMERIC,YES
vbrp,kzwi2,NUMERIC,YES
vbrp,kzwi3,NUMERIC,YES
vbrp,kzwi4,NUMERIC,YES
vbrp,kzwi5,NUMERIC,YES
vbrp,kzwi6,NUMERIC,YES
vbrp,stcur,NUMERIC,YES
vbrp,uvprs,STRING,YES
vbrp,uvall,STRING,YES
vbrp,ean11,STRING,YES
vbrp,prctr,STRING,YES
vbrp,kvgr1,STRING,YES
vbrp,kvgr2,STRING,YES
vbrp,kvgr3,STRING,YES
vbrp,kvgr4,STRING,YES
vbrp,kvgr5,STRING,YES
vbrp,mvgr1,STRING,YES
vbrp,mvgr2,STRING,YES
vbrp,mvgr3,STRING,YES
vbrp,mvgr4,STRING,YES
vbrp,mvgr5,STRING,YES
vbrp,matwa,STRING,YES
vbrp,bonba,NUMERIC,YES
vbrp,kokrs,STRING,YES
vbrp,paobjnr,STRING,YES
vbrp,ps_psp_pnr,STRING,YES
vbrp,aufnr,STRING,YES
vbrp,txjcd,STRING,YES
vbrp,cmpre,NUMERIC,YES
vbrp,cmpnt,STRING,YES
vbrp,cuobj,STRING,YES
vbrp,cuobj_ch,STRING,YES
vbrp,koupd,STRING,YES
vbrp,uecha,STRING,YES
vbrp,xchar,STRING,YES
vbrp,abrvw,STRING,YES
vbrp,sernr,STRING,YES
vbrp,bzirk_auft,STRING,YES
vbrp,kdgrp_auft,STRING,YES
vbrp,konda_auft,STRING,YES
vbrp,lland_auft,STRING,YES
vbrp,mprok,STRING,YES
vbrp,pltyp_auft,STRING,YES
vbrp,regio_auft,STRING,YES
vbrp,vkorg_auft,STRING,YES
vbrp,vtweg_auft,STRING,YES
vbrp,abrbg,DATE,YES
vbrp,prosa,STRING,YES
vbrp,uepvw,STRING,YES
vbrp,autyp,STRING,YES
vbrp,stadat,DATE,YES
vbrp,fplnr,STRING,YES
vbrp,fpltr,STRING,YES
vbrp,aktnr,STRING,YES
vbrp,knuma_pi,STRING,YES
vbrp,knuma_ag,STRING,YES
vbrp,mwsbp,NUMERIC,YES
vbrp,augru_auft,STRING,YES
vbrp,fareg,STRING,YES
vbrp,upmat,STRING,YES
vbrp,ukonm,STRING,YES
vbrp,cmpre_flt,FLOAT64,YES
vbrp,abfor,STRING,YES
vbrp,abges,FLOAT64,YES
vbrp,j_1arfz,STRING,YES
vbrp,j_1aregio,STRING,YES
vbrp,j_1agicd,STRING,YES
vbrp,j_1adtyp,STRING,YES
vbrp,j_1atxrel,STRING,YES
vbrp,j_1bcfop,STRING,YES
vbrp,j_1btaxlw1,STRING,YES
vbrp,j_1btaxlw2,STRING,YES
vbrp,j_1btxsdc,STRING,YES
vbrp,brtwr,NUMERIC,YES
vbrp,wktnr,STRING,YES
vbrp,wktps,STRING,YES
vbrp,rplnr,STRING,YES
vbrp,kursk_dat,DATE,YES
vbrp,wgru1,STRING,YES
vbrp,wgru2,STRING,YES
vbrp,kdkg1,STRING,YES
vbrp,kdkg2,STRING,YES
vbrp,kdkg3,STRING,YES
vbrp,kdkg4,STRING,YES
vbrp,kdkg5,STRING,YES
vbrp,vkaus,STRING,YES
vbrp,j_1aindxp,STRING,YES
vbrp,j_1aidatep,DATE,YES
vbrp,kzfme,STRING,YES
vbrp,mwskz,STRING,YES
vbrp,vertt,STRING,YES
vbrp,vertn,STRING,YES
vbrp,sgtxt,STRING,YES
vbrp,delco,STRING,YES
vbrp,bemot,STRING,YES
vbrp,rrrel,STRING,YES
vbrp,wminr,STRING,YES
vbrp,vgbel_ex,STRING,YES
vbrp,vgpos_ex,STRING,YES
vbrp,logsys,STRING,YES
vbrp,vgtyp_ex,STRING,YES
vbrp,j_1btaxlw3,STRING,YES
vbrp,j_1btaxlw4,STRING,YES
vbrp,j_1btaxlw5,STRING,YES
vbrp,msr_id,STRING,YES
vbrp,msr_refund_code,STRING,YES
vbrp,msr_ret_reason,STRING,YES
vbrp,nrab_knumh,STRING,YES
vbrp,nrab_value,NUMERIC,YES
vbrp,dispute_case,STRING,YES
vbrp,fund_usage_item,STRING,YES
vbrp,farr_reltype,STRING,YES
vbrp,claims_taxation,STRING,YES
vbrp,kurrf_dat_orig,DATE,YES
vbrp,sgt_rcat,STRING,YES
vbrp,sgt_scat,STRING,YES
vbrp,prefe,STRING,YES
vbrp,akkur,NUMERIC,YES
vbrp,waerk,STRING,YES
vbrp,draft,STRING,YES
vbrp,activedocument,STRING,YES
vbrp,grwrt,NUMERIC,YES
vbrp,fksaa,STRING,YES
vbrp,absta,STRING,YES
vbrp,abgru,STRING,YES
vbrp,mwsk1,STRING,YES
vbrp,txdat_from,DATE,YES
vbrp,pbd_id,STRING,YES
vbrp,pbd_item_id,STRING,YES
vbrp,cats_overtime_category,STRING,YES
vbrp,contr_dp_settl,STRING,YES
vbrp,prodh_univ_sales_parnt_nodid,STRING,YES
vbrp,reason_code,STRING,YES
vbrp,dataaging,DATE,YES
vbrp,spe_herkl,STRING,YES
vbrp,spe_herkr,STRING,YES
vbrp,itm_comco,STRING,YES
vbrp,dummy_billgdocitem_incl_eew_ps,STRING,YES
vbrp,service_doc_type,STRING,YES
vbrp,service_doc_id,STRING,YES
vbrp,service_doc_item_id,STRING,YES
vbrp,solution_order_id,STRING,YES
vbrp,solution_order_item_id,STRING,YES
vbrp,cwm_menge,NUMERIC,YES
vbrp,cwm_meins,STRING,YES
vbrp,vbtyp_ana,STRING,YES
vbrp,fkart_ana,STRING,YES
vbrp,vkorg_ana,STRING,YES
vbrp,vtweg_ana,STRING,YES
vbrp,konda_ana,STRING,YES
vbrp,kdgrp_ana,STRING,YES
vbrp,land1_ana,STRING,YES
vbrp,regio_ana,STRING,YES
vbrp,cityc_ana,STRING,YES
vbrp,bzirk_ana,STRING,YES
vbrp,gbstk_ana,STRING,YES
vbrp,vf_status_ana,STRING,YES
vbrp,kunag_ana,STRING,YES
vbrp,kunrg_ana,STRING,YES
vbrp,fkdat_ana,DATE,YES
vbrp,bukrs_ana,STRING,YES
vbrp,counc_ana,STRING,YES
vbrp,knuma_ana,STRING,YES
vbrp,fktyp_ana,STRING,YES
vbrp,knumv_ana,STRING,YES
vbrp,kunwe_ana,STRING,YES
vbrp,kunre_ana,STRING,YES
vbrp,perve_ana,STRING,YES
vbrp,perzm_ana,STRING,YES
vbrp,glo_log_ref1_it,STRING,YES
vbrp,txs_business_transaction,STRING,YES
vbrp,txs_material_usage,STRING,YES
vbrp,txs_usage_purpose,STRING,YES
vbrp,zapcgki,STRING,YES
vbrp,apcgk_extendi,STRING,YES
vbrp,zabdati,DATE,YES
vbrp,aufpl,STRING,YES
vbrp,aplzl,STRING,YES
vbrp,dpcnr,STRING,YES
vbrp,dcpnr,STRING,YES
vbrp,dpnrb,STRING,YES
vbrp,bosfar,STRING,YES
vbrp,dp_belnr,STRING,YES
vbrp,dp_bukrs,STRING,YES
vbrp,dp_gjahr,STRING,YES
vbrp,dp_buzei,STRING,YES
vbrp,packno,STRING,YES
vbrp,perop_beg,DATE,YES
vbrp,perop_end,DATE,YES
vbrp,fmfgus_key,STRING,YES
vbrp,fsh_season_year,STRING,YES
vbrp,fsh_season,STRING,YES
vbrp,fsh_collection,STRING,YES
vbrp,fsh_theme,STRING,YES
vbrp,fonds,STRING,YES
vbrp,fistl,STRING,YES
vbrp,fkber,STRING,YES
vbrp,grant_nbr,STRING,YES
vbrp,budget_pd,STRING,YES
vbrp,j_3gbelnri,STRING,YES
vbrp,j_3gpmaufe,STRING,YES
vbrp,j_3gpmaufv,STRING,YES
vbrp,j_3getypa,STRING,YES
vbrp,j_3getype,STRING,YES
vbrp,j_3gorgueb,STRING,YES
vbrp,prs_work_period,STRING,YES
vbrp,pprctr,STRING,YES
vbrp,pargb,STRING,YES
vbrp,aufpl_oaa,STRING,YES
vbrp,aplzl_oaa,STRING,YES
vbrp,campaign,STRING,YES
vbrp,compreas,STRING,YES
vbrp,wrf_charstc1,STRING,YES
vbrp,wrf_charstc2,STRING,YES
vbrp,wrf_charstc3,STRING,YES
vbrp,operation_flag,STRING,YES
vbrp,is_deleted,BOOL,YES
vbrp,recordstamp,TIMESTAMP,YES
vbap,mandt,STRING,YES
vbap,vbeln,STRING,YES
vbap,posnr,STRING,YES
vbap,matnr,STRING,YES
vbap,matwa,STRING,YES
vbap,pmatn,STRING,YES
vbap,charg,STRING,YES
vbap,matkl,STRING,YES
vbap,arktx,STRING,YES
vbap,pstyv,STRING,YES
vbap,posar,STRING,YES
vbap,process_code,STRING,YES
vbap,lfrel,STRING,YES
vbap,fkrel,STRING,YES
vbap,uepos,STRING,YES
vbap,grpos,STRING,YES
vbap,abgru,STRING,YES
vbap,prodh,STRING,YES
vbap,prodh_univ_sales_parnt_nodid,STRING,YES
